Node,S1,S2,S12,N,XYZ
360,-7702.010149999805,1738.7425534205017,2255.5191533804314,360,[3.210318 2.743485 0.      ]
361,1918.144661921881,847.8077690045496,-5190.710107200039,361,[3.311995 2.791949 0.      ]
362,4967.6051218336415,354.7681350907095,-4920.846376795985,362,[3.256515 2.789682 0.      ]
363,-2005.477618854025,3367.2607970677914,-4147.306315068449,363,[3.346454 2.856494 0.      ]
364,894.8701784889605,3439.8735428519576,-5058.142802749695,364,[3.292644 2.843753 0.      ]
365,-4034.224806880722,4839.238358687881,-1701.481049869264,365,[3.367728 2.9265   0.      ]
366,-2320.37116933216,5751.202480606377,-3626.6433427730744,366,[3.317414 2.903553 0.      ]
367,-3703.0997680971313,6625.568639748724,-1094.8981176133743,367,[3.330101 2.967334 0.      ]
368,-1370.3840517730725,8761.074564630315,3169.0461478927896,368,[2.71399  2.942834 0.      ]
369,1646.8835899404517,6526.492013985565,5555.915771550008,369,[2.730536 2.888384 0.      ]
370,4995.5251195880555,2605.8822048907587,5409.931953474665,370,[2.757337 2.838183 0.      ]
371,-3145.5675127396153,-2780.7186693412177,2724.617252237235,371,[2.793761 2.793761 0.      ]
372,-3770.846309428777,585.1267833860052,-570.220525899528,372,[2.838183 2.757337 0.      ]
373,-1298.6795167078271,382.7726053009881,468.69543952783386,373,[2.888384 2.730536 0.      ]
374,4.9228340811027635,-352.06668438019005,533.8917621651975,374,[2.942834 2.71399  0.      ]
375,297.9890756542818,-670.8239960053297,-31.11494876940447,375,[3.       2.708333 0.      ]
376,-223.28256661723557,-321.5741332201622,-600.2502556719287,376,[3.057166 2.71399  0.      ]
377,-2041.1208854353633,540.987941127604,-434.8441337018829,377,[3.111616 2.730536 0.      ]
378,-5072.583123634011,824.1852950663585,1040.2399397578208,378,[3.161817 2.757337 0.      ]
379,-3175.098178025811,-2278.385897246722,-2516.4746123844734,379,[3.206239 2.793761 0.      ]
380,4649.581155866175,4006.5721200237926,-5866.868833634368,380,[3.242663 2.838183 0.      ]
381,1440.6177245857568,7149.985714135312,-5457.336894484794,381,[3.269464 2.888384 0.      ]
382,-1344.2791118356388,8784.653613837483,-3020.9002142026093,382,[3.28601  2.942834 0.      ]
392,-4288.852054352906,-1038.5249829528673,537.4578954260232,392,[2. 3. 0.]
393,-6250.595023888632,-733.9543818809482,251.30258419970227,393,[1.5 3.  0. ]
394,-6257.7531972818115,-913.2065478914063,162.69678889876647,394,[1. 3. 0.]
395,-3085.6351376209345,-414.9540088246167,-9.862924025800062,395,[0.5 3.  0. ]
396,-29.288452359789062,-88.7528859387553,0.0,396,[0. 3. 0.]
397,79.0943490561558,239.67984562471509,0.0,397,[0.  2.5 0. ]
398,-6769.186902561034,-300.6990048777535,72.95267533051125,398,[0. 2. 0.]
399,-6789.282806048268,-88.55407700896671,63.346314345213244,399,[0.  1.5 0. ]
400,-6709.893353807584,-2.665663891532631,65.21506223339925,400,[0. 1. 0.]
401,-6555.379719193013,4.638839976594454,73.96928788970838,401,[0.  0.5 0. ]
402,-6194.025961439621,78.89235900915219,65.05135199600426,402,[0. 0. 0.]
403,-6260.372878031104,51.092504492575245,-24.329695434131274,403,[0.5 0.  0. ]
404,-6489.70616408507,8.85205125838138,-28.068862211581454,404,[1. 0. 0.]
405,-6904.451968060235,-12.336382017111191,-11.629849492052347,405,[1.5 0.  0. ]
406,-7381.875750013096,6.341316292923921,-19.25788762844277,406,[2. 0. 0.]
407,-7735.765441536383,-25.489465666420983,-23.421881314705132,407,[2.5 0.  0. ]
408,-7717.8839845665525,12.539994588910531,-45.85435823520315,408,[3. 0. 0.]
409,-7430.331448332127,130.77390734124265,-28.75564814575763,409,[3.  0.5 0. ]
410,-7533.572440521992,107.40024859995049,70.99057294309576,410,[3. 1. 0.]
411,-7365.064386133096,419.0787253232687,163.6797284952538,411,[3.  1.5 0. ]
412,-9062.66777891445,-1409.425687733187,-139.9619494224947,412,[3. 2. 0.]
413,-6189.470280272826,-957.1233664315412,1023.2239057265805,413,[1.546192 2.546054 0.      ]
414,-5061.710045923014,-480.7288588588423,320.54186864797055,414,[1.643934 2.062103 0.      ]
415,-6909.075795073728,-564.18224267182,265.001551010755,415,[1.56776  1.517458 0.      ]
416,-7019.783368897298,-238.42019571713718,316.3695597545311,416,[1.534485 1.005006 0.      ]
417,-6980.239388363833,-62.693579522210484,129.3202678369798,417,[1.513991  0.5022155 0.       ]
418,-7355.135364153823,417.64257310060793,307.01468206996,418,[2.055282 1.483004 0.      ]
419,-7590.229046823544,288.0345166911668,433.3495168974132,419,[2.522695 1.48878  0.      ]
420,-4751.284168026532,857.948597000531,-287.4485282730166,420,[2.014588 2.598858 0.      ]
421,-6664.895525059682,111.33624553763201,315.7588174710128,421,[2.09761  1.933495 0.      ]
422,-6865.481730655728,-254.45318444362556,237.3111906878948,422,[2.524491 1.973021 0.      ]
423,-6018.199680267415,-297.4032290228785,-1059.8010885243284,423,[2.614175 2.268688 0.      ]
424,-3659.1697543714436,-2465.846303955197,-686.5306574920314,424,[2.662421 2.447833 0.      ]
425,-4904.684517891974,-905.2744109603232,-1634.5808204424764,425,[2.266149 2.44     0.      ]
426,-4559.341469573292,106.4087474579124,-2070.037143606414,426,[2.453786 2.348525 0.      ]
427,-3337.24299683795,322.4537146996462,-827.4688855191368,427,[2.546923 2.510882 0.      ]
428,-1176.3085292015885,-39.47175452952246,116.15161907828896,428,[2.428396 2.597886 0.      ]
429,-939.5487694092348,620.4115909710245,2143.165666734797,429,[2.313284 2.720361 0.      ]
430,-1960.7424308220286,1536.6516203865178,1794.476616787857,430,[2.274547 2.873961 0.      ]
431,-2745.7081433536005,-568.4465144369132,-1331.281348095623,431,[2.38229  2.178551 0.      ]
432,-5668.92156478488,-375.3727966486241,510.26425170932146,432,[2.173846 2.209597 0.      ]
433,-1568.0114757457636,101.76150989695853,-1733.9479521660576,433,[2.820304 2.301696 0.      ]
434,-84.07655831537257,-1061.4721323531696,-2756.594284227742,434,[2.763388 2.429541 0.      ]
435,-7431.129398498196,94.75941830569195,49.027122458419925,435,[2.506518  0.4989933 0.       ]
436,-7478.263299809454,171.94136331581217,148.5361081876934,436,[2.514879  0.9956179 0.       ]
437,-7219.683096796551,331.0539955691187,288.76227664263047,437,[2.028207  0.9966897 0.       ]
438,-7227.637450087279,106.61146542864503,120.77581234725885,438,[2.012594  0.4990374 0.       ]
439,-6757.524228598796,-127.13369262242509,89.09754677526492,439,[0.5192241 1.507654  0.       ]
440,-6605.778216908301,-199.05753221022394,174.47093834351153,440,[1.043527 1.514089 0.      ]
441,-6162.2995754223175,-636.3373523898383,565.9497558657555,441,[1.030102 2.519884 0.      ]
442,-3110.874108217019,-146.3880196016991,187.42908402668013,442,[0.51297  2.507886 0.      ]
443,-6763.809620700425,-416.1831338323522,526.8615494079966,443,[1.059041 2.027648 0.      ]
444,-6803.084714316137,-330.97716670687123,266.21637123508293,444,[0.5232554 2.010339  0.       ]
445,-6599.633921786153,-41.46707076891653,16.94537483107872,445,[0.5057493 0.5018224 0.       ]
446,-6737.7275796466565,-97.04232238026327,74.85799713935913,446,[1.011425  0.5024113 0.       ]
447,-6699.684663757042,-66.66995907211754,61.08778216394977,447,[0.5127393 1.003766  0.       ]
448,-6756.19016730178,-205.25040548960374,161.36704744652943,448,[1.024586 1.007216 0.      ]
449,-3752.87475996041,1995.2915916143002,979.0595592162794,449,[1.942378 2.291699 0.      ]
464,-7330.973709718977,-3.4037632146660144,-46.38254558495701,464,[3.5 0.  0. ]
465,-6854.7711971088975,-45.59661822593125,-9.235234668867932,465,[4. 0. 0.]
466,-6552.164193296917,32.15056978637972,26.373742942616655,466,[4.5 0.  0. ]
467,-6487.6434028346985,40.46445031746043,22.49729864786129,467,[5. 0. 0.]
468,-6556.870765544994,2.670873369674382,18.107247062909558,468,[5.5 0.  0. ]
469,-6589.447202921773,50.89385623600401,8.380044313634873,469,[6. 0. 0.]
470,-6661.110809447899,21.107814189142573,-33.06459835373364,470,[6.  0.5 0. ]
471,-6699.684188718308,-129.94000175300448,-105.6449811508179,471,[6. 1. 0.]
472,-6702.85135480757,-501.2532198419758,-166.20346134569826,472,[6.  1.5 0. ]
473,-6671.110781505407,-966.3650065918162,-141.91445728379125,473,[6. 2. 0.]
474,-6699.012970535916,-1303.083910386129,-52.14622435416855,474,[6.  2.5 0. ]
475,-6665.652919874281,-1246.0445708066286,65.09773419805397,475,[6. 3. 0.]
476,-6518.972585018006,-873.1657002540599,159.4527141569611,476,[5.5 3.  0. ]
477,-6567.7909389802635,-941.9912840006391,236.14916541916688,477,[5. 3. 0.]
478,-6524.964132636862,-731.4248820630894,315.3742118586095,478,[4.5 3.  0. ]
479,-4371.467852723709,-1004.677576630184,562.2199250769542,479,[4. 3. 0.]
480,-6669.364772751831,-982.0536928560439,-352.7662435829813,480,[3.401142 2.014588 0.      ]
481,-5645.494726434479,-534.9373176053484,-1930.0251949608346,481,[4.066505 2.09761  0.      ]
482,-5825.510141551044,-704.6282744445706,-976.4714761818009,482,[4.516996 2.055282 0.      ]
483,-6243.133075067644,-620.5348552849944,-633.7478622263138,483,[5.00331  2.028207 0.      ]
484,-6536.837247518755,-705.8812740977835,-324.1296663222251,484,[5.500963 2.012594 0.      ]
485,-6548.656513365041,-897.9668947676894,-117.1569317890219,485,[5.501007 2.506518 0.      ]
486,-6428.529209167547,-862.3807403279241,-178.0275943825863,486,[5.004382 2.514879 0.      ]
487,-6232.136260381162,-898.3868556239804,-171.15621500144601,487,[4.51122  2.522695 0.      ]
488,-5043.339297628696,-1043.1793583607846,-512.2235846378782,488,[4.026979 2.524491 0.      ]
489,-5711.4153982448315,90.90777668576635,-1739.5364676395202,489,[3.731312 2.614175 0.      ]
490,-4811.280155548782,2654.865603395998,-4082.5099171745005,490,[3.552167 2.662421 0.      ]
491,-3838.8287152487346,-641.6775072881576,-2110.8408331778687,491,[3.56     2.266149 0.      ]
492,-4069.1103718404847,563.7140382946914,-3107.379169968458,492,[3.651475 2.453786 0.      ]
493,-996.5995769157346,803.2644213031872,-5380.694208766778,493,[3.489118 2.546923 0.      ]
494,-404.58035259008636,1060.798191357856,-1931.838749334137,494,[3.402114 2.428396 0.      ]
495,-5556.765562703428,564.6771315060284,1110.8808707147016,495,[3.279639 2.313284 0.      ]
496,-5418.556945513465,-434.52812019075736,1359.8018810149822,496,[3.126039 2.274547 0.      ]
497,-3755.7841927159793,2576.889719683158,-1419.8818878601826,497,[3.821449 2.38229  0.      ]
498,-6320.403364653103,756.4575270408793,-4442.509438062649,498,[3.790403 2.173846 0.      ]
499,-926.1706358957914,2159.2199473215956,-675.5307061159336,499,[3.698304 2.820304 0.      ]
500,-2106.054771968938,4924.529169370074,-2087.1021009961623,500,[3.570459 2.763388 0.      ]
501,-5757.471110700916,-332.41741645576246,-959.1408033608417,501,[3.937897 1.643934 0.      ]
502,-7059.722148867477,59.464780457285315,-113.1441938844063,502,[3.972352 1.059041 0.      ]
503,-7015.454466988665,-126.07383696384716,-99.60767396606838,503,[3.989661  0.5232554 0.       ]
504,-6735.257650882546,-462.73691193305547,-376.686992796914,504,[5.497785 1.513991 0.      ]
505,-6919.248085161867,-422.8334032823968,-768.6435596877851,505,[4.994994 1.534485 0.      ]
506,-7423.042429377092,-461.1516091760351,-1310.4840840364852,506,[4.482542 1.56776  0.      ]
507,-6708.588845798763,-66.07162855318984,-58.4445577967153,507,[5.498178  0.5057493 0.       ]
508,-6788.918581286693,-211.11181606722528,-215.5423413863441,508,[5.497589 1.011425 0.      ]
509,-6742.233260359392,-5.495642119079889,-87.88624403555971,509,[4.996234  0.5127393 0.       ]
510,-6924.499424285954,-100.15168496539059,-366.4210984392384,510,[4.992784 1.024586 0.      ]
511,-6816.304465664372,-8.134899841534661,-83.7606092288514,511,[4.492346  0.5192241 0.       ]
512,-6924.091542097013,127.39708005802231,-371.9517334098298,512,[4.485911 1.043527 0.      ]
513,-7323.345599116577,192.79722118728944,28.958562252911285,513,[3.480116 1.030102 0.      ]
514,-7557.718131776619,-120.97065357146403,459.0796544408716,514,[3.453946 1.546192 0.      ]
515,-7224.208638248836,98.53637465267047,-89.75400947133915,515,[3.492114 0.51297  0.      ]
516,-2952.9491590685193,-464.12331961818495,-3744.838762837622,516,[3.708301 1.942378 0.      ]
531,-6679.272578395048,-798.1287612383068,172.37061086309615,531,[6.  3.5 0. ]
532,-6717.801413157114,-259.4038393503731,168.0245823434978,532,[6. 4. 0.]
533,-6643.111348682121,90.35064355202758,87.85820392378815,533,[6.  4.5 0. ]
534,-6630.145696981592,181.10291250590421,32.65450661207678,534,[6. 5. 0.]
535,-6664.139708098885,115.61059964022797,5.982702015917431,535,[6.  5.5 0. ]
536,-6609.3515123682555,82.59513393430916,-9.267201969218327,536,[6. 6. 0.]
537,-6635.618629362105,7.197330346519266,-44.977510896803494,537,[5.5 6.  0. ]
538,-6774.206892153308,-31.23584770141656,-47.00560362468247,538,[5. 6. 0.]
539,-7139.509791882279,-36.898625310769376,-16.8675843110064,539,[4.5 6.  0. ]
540,-7619.969036773678,-8.616097346556444,-12.505943100006284,540,[4. 6. 0.]
541,140.3485121023532,46.31500899377647,89.3548410387233,541,[3.5 6.  0. ]
542,88.62117402897911,29.244987429563253,-113.43755047881584,542,[3. 6. 0.]
543,-3829.7812689252887,66.301296554798,-36.74302650266657,543,[3.  5.5 0. ]
544,-7719.913782013354,75.2277150204493,157.7128321271651,544,[3. 5. 0.]
545,-7472.04851007326,381.8742410404154,259.55319202930644,545,[3.  4.5 0. ]
546,-9196.00763739799,-1462.0012447646757,-79.40911068115584,546,[3. 4. 0.]
547,-6738.446755242653,-44.25677271975235,-9.71258865870148,547,[5.494251 5.498178 0.      ]
548,-6888.447947060495,-127.33258358809178,56.803372569683546,548,[4.988575 5.497589 0.      ]
549,-7149.972020892133,-88.14456416054122,134.16942294514297,549,[4.486009 5.497785 0.      ]
550,-7424.166987789081,91.04913134415847,144.60367190957834,550,[3.987406 5.500963 0.      ]
551,-3789.156788406268,56.52517887088686,121.89789196681993,551,[3.493482 5.501007 0.      ]
552,-6809.233437433672,-406.70416815569365,363.0863857270002,552,[5.476745 3.989661 0.      ]
553,-6800.170021807457,-480.82149605129655,638.8150568346016,553,[4.940959 3.972352 0.      ]
554,-5081.904365425371,-464.34547216347346,394.2789950187234,554,[4.356066 3.937897 0.      ]
555,-6730.120517453954,49.775800603578546,408.70754231459455,555,[3.90239  4.066505 0.      ]
556,-6975.467743479496,-304.39558893221437,311.47199757393827,556,[3.475509 4.026979 0.      ]
557,-6559.232693036813,-644.4764040059167,425.5505656467157,557,[5.48703  3.492114 0.      ]
558,-6344.983299377591,-688.4726216069548,689.4380266969509,558,[4.969898 3.480116 0.      ]
559,-5082.193321566794,-816.3402500839939,1057.2986843637218,559,[3.985412 3.401142 0.      ]
560,-6178.237460913563,-474.57283808145837,-1037.2954986655218,560,[3.385825 3.731312 0.      ]
561,-3258.538586956002,-2431.593414403478,-532.8121772362094,561,[3.337579 3.552167 0.      ]
562,-2808.014295168594,-935.769403913293,-670.809236139595,562,[3.733851 3.56     0.      ]
563,-4973.239242691521,239.14378138397552,-2290.9208203735657,563,[3.546214 3.651475 0.      ]
564,-647.8282935719369,244.2879961645848,-139.4795884472099,564,[3.453077 3.489118 0.      ]
565,1806.1780302503814,-414.8099780589008,1903.8738011962148,565,[3.571604 3.402114 0.      ]
566,-2444.1014192557645,-1067.0244683789342,4315.621015141837,566,[3.686716 3.279639 0.      ]
567,-1707.3208950475719,1503.9994091403842,2391.474906102112,567,[3.725453 3.126039 0.      ]
568,-2448.2101723572937,-252.68536555155092,-1362.5089023266034,568,[3.61771  3.821449 0.      ]
569,-5939.247546590995,-592.0760888180578,765.7923932857276,569,[3.826154 3.790403 0.      ]
570,-1590.0837126880601,139.1516087826028,-1756.0915796268089,570,[3.179696 3.698304 0.      ]
571,-143.72684767639598,-1004.870226725714,-2734.451957947147,571,[3.236612 3.570459 0.      ]
572,-6391.639898972895,-1002.1713738003447,1105.3328809582163,572,[4.453808 3.453946 0.      ]
573,-7114.180479344932,-279.3666212158845,356.47024471800523,573,[4.465515 4.994994 0.      ]
574,-6969.923302227167,-606.9280821677685,345.96846304711636,574,[4.43224  4.482542 0.      ]
575,-6698.242669630492,-173.2879727323376,135.16666710144943,575,[5.480776 4.492346 0.      ]
576,-6691.2353930487225,-85.4867913847985,56.32790985148413,576,[5.487261 4.996234 0.      ]
577,-6600.237630936105,-264.48435568671243,244.2841107061803,577,[4.956473 4.485911 0.      ]
578,-6795.047946515498,-259.0106372882384,176.4364606378074,578,[4.975414 4.992784 0.      ]
579,-7647.001757232942,145.25474652466517,218.9269316281593,579,[3.485121 5.004382 0.      ]
580,-7701.764746462692,248.08444038290827,529.0061207878331,580,[3.477305 4.51122  0.      ]
581,-7358.121665215586,308.6318509128905,345.377084319432,581,[3.971793 5.00331  0.      ]
582,-7457.833017204359,384.5375188905957,394.3507572460842,582,[3.944718 4.516996 0.      ]
583,-3747.8705306536535,2017.667679774567,863.5743372362812,583,[4.057622 3.708301 0.      ]
598,-7735.338494557662,-26.09386941881894,-14.575444538338399,598,[2.5 6.  0. ]
599,-7328.69729372873,-71.65921125762134,25.80201924338936,599,[2. 6. 0.]
600,-7098.253647034223,10.58298391427752,59.30924717398544,600,[1.5 6.  0. ]
601,-7089.350817108232,31.42260250889194,44.85563319780778,601,[1. 6. 0.]
602,51.44245182616669,16.976009102634862,-0.11661121793057205,602,[0.5 6.  0. ]
603,7212.344290735307,-21.543988585251554,-23.84741377686751,603,[0. 6. 0.]
604,-11.387715588683022,-34.50822905661539,0.0,604,[0.  5.5 0. ]
605,-7104.341986229854,-120.45093514457267,-39.79215177995774,605,[0. 5. 0.]
606,-6845.137211506398,-345.4665895604337,-60.56156653153487,606,[0.  4.5 0. ]
607,-6455.266301603126,-594.0719130376623,-46.98434240991172,607,[0. 4. 0.]
608,-6239.650810853158,-789.1655739333409,-17.0440974634068,608,[0.  3.5 0. ]
614,-7356.6672829024865,-131.5995027741859,-35.61018777177782,614,[2.010339 5.476745 0.      ]
615,-7269.946916164167,51.01747983086409,-12.066914311337154,615,[2.027648 4.940959 0.      ]
616,-5893.285470421474,-344.1911743999811,-885.3381258208676,616,[2.062103 4.356066 0.      ]
617,-5669.197222407489,-536.2209005194064,-1875.2153320595062,617,[1.933495 3.90239  0.      ]
618,-4950.881053450072,-1034.980318384804,-502.3458887598382,618,[1.973021 3.475509 0.      ]
619,-7622.143228554254,-144.8738368348014,557.5308118636224,619,[2.546054 4.453808 0.      ]
620,-6774.450506736432,-1031.1054925319281,-313.43087597686707,620,[2.598858 3.985412 0.      ]
621,-5684.967700983936,73.66740276286771,-1714.6925622196754,621,[2.268688 3.385825 0.      ]
622,-4822.879679845365,2681.0853599464385,-4072.700966408695,622,[2.447833 3.337579 0.      ]
623,-3911.942184360479,-646.870179554743,-2093.6097199712585,623,[2.44     3.733851 0.      ]
624,-4104.5322277072555,566.4438791930816,-3063.549351458212,624,[2.348525 3.546214 0.      ]
625,-1036.2933274091088,840.8284054792414,-5379.923676553729,625,[2.510882 3.453077 0.      ]
626,-439.48996906617316,1072.9182612611394,-1938.5468580545758,626,[2.597886 3.571604 0.      ]
627,-5529.676436187931,564.9376419264916,1147.5052589189204,627,[2.720361 3.686716 0.      ]
628,-5413.332757727511,-455.75689044967095,1396.8288193725639,628,[2.873961 3.725453 0.      ]
629,-3760.2042704763626,2563.1052850328424,-1344.7724378478367,629,[2.178551 3.61771  0.      ]
630,-6392.399244049211,795.8105698318326,-4373.700745191392,630,[2.209597 3.826154 0.      ]
631,-929.0303724435844,2178.689059547209,-672.6935233357603,631,[2.301696 3.179696 0.      ]
632,-2122.0409005653178,4965.622282264123,-2078.836440691934,632,[2.429541 3.236612 0.      ]
633,-7519.360689389972,164.85980750158046,128.0990961365724,633,[2.519884 4.969898 0.      ]
634,-7525.019816840807,89.35262660588091,-27.075532745130882,634,[2.507886 5.48703  0.      ]
635,-6877.181754777495,-353.2355409493769,-292.2718189317735,635,[0.5022155 4.486009  0.       ]
636,-7057.936220917231,-378.10712746176796,-658.6800546101496,636,[1.005006 4.465515 0.      ]
637,-7576.771281846445,-453.6800637631319,-1205.1523654847128,637,[1.517458 4.43224  0.      ]
638,-7189.762333531421,22.045504026711342,-40.77827474464578,638,[1.003766 5.487261 0.      ]
639,-7234.7489071031205,-56.71831246563488,-275.7122867889038,639,[1.007216 4.975414 0.      ]
640,-7210.092168645728,-1.1657258955928,-22.129718138099328,640,[1.507654 5.480776 0.      ]
641,-7180.768445709718,143.06306717162283,-270.59880028941086,641,[1.514089 4.956473 0.      ]
642,-7146.159625111969,-135.20182012065186,-157.4822029092354,642,[0.5024113 4.988575  0.       ]
643,-3605.2956982969645,-27.3561780012119,-34.91286094585,643,[0.5018224 5.494251  0.       ]
644,-6157.859523944489,-840.8259129122329,-169.04564123174808,644,[0.9956179 3.485121  0.       ]
645,-6154.306511499428,-585.1658743190881,-554.3124451749454,645,[0.9966897 3.971793  0.       ]
646,-6210.932757770004,-762.8923980149982,-102.71215596229243,646,[0.4989933 3.493482  0.       ]
647,-6399.111780584582,-571.4511505254666,-253.8640314281702,647,[0.4990374 3.987406  0.       ]
648,-5787.887471056291,-700.6082345218989,-915.6357536861277,648,[1.483004 3.944718 0.      ]
649,-6061.265078968726,-920.6425212612863,-169.95115463014005,649,[1.48878  3.477305 0.      ]
650,-3115.8238255923175,-456.2531306052354,-3748.3377274034574,650,[2.291699 4.057622 0.      ]
