NID,U1,U2
290,0.002585985596381725,-4.4174436333073196e-05
291,0.0015209606950108473,2.920372299412787e-05
292,0.001585806491150689,5.839479717675288e-05
293,0.0016885494742648367,4.849882592604523e-05
294,0.001804759588249144,-5.066539312318697e-06
295,0.0019070701024612759,-7.488783551961206e-05
296,0.0019804994634460313,-0.00014193567770793127
297,0.002020587322585433,-0.0001889635843627452
298,0.0020406445154585256,-0.00020734146877826625
299,0.0020605495251456974,-0.0001942253664141135
300,0.002101680428238204,-0.00014970147286875386
301,0.002180952943331234,-8.273125446750816e-05
302,0.0022921743429112464,-2.0688501796885395e-05
303,0.0024023496196152864,1.0505723965989954e-05
304,0.002487401586910591,3.030590969195462e-06
305,0.0025364388883104883,-3.39243835073761e-05
306,0.0014401954087354405,1.2363038549415916e-05
307,0.0014579447566757098,-3.908693348559869e-06
308,0.0014947910487115254,3.5189251388523006e-05
309,0.0014922669549800119,2.8572252061755264e-05
310,0.001612060772899882,1.6056421068864265e-05
311,0.0015802724894195088,3.568204691495096e-05
312,0.00174350689250356,-4.907088775273366e-05
313,0.0017041684056616497,-1.8589369034722637e-06
314,0.0018322769771050586,-0.00010181250702544865
315,0.0018100087132002583,-6.378425741755296e-05
316,0.0019156211091378914,-0.0001434641637992252
317,0.0018938198493439451,-0.0001208662442747798
318,0.0019883191233638206,-0.00018046769424304377
319,0.0019654323119453255,-0.0001686219931157074
320,0.0020323871929669966,-0.00020060965349786038
321,0.0020157683293484407,-0.00019602184846403834
322,0.0020713653102870594,-0.00018585308912591385
323,0.0020531354288741885,-0.00019850843611960708
324,0.0021346815619931437,-0.0001461218881869178
325,0.002101003795885054,-0.00017272786575379265
326,0.00224238697947623,-7.743771345832903e-05
327,0.0021754687816591617,-0.00011713142092655574
328,0.0023803434127527955,-2.5515220343510875e-05
329,0.0022836972609666583,-5.2313552037154364e-05
330,0.0024947735638125735,-1.6471097909460435e-05
331,0.0024051458241446653,-1.534009845210749e-05
332,0.0025748951315066864,-2.5781029665234505e-05
333,0.002504546665267596,-1.003069545372445e-05
334,0.0026118093453375247,-4.869424387138909e-05
335,0.0025702051554775548,-2.870138823866247e-05
336,0.0025905761024062834,-6.323702528956019e-05
337,0.0014953126082541176,2.0862237284063178e-05
338,0.0015041135583302293,6.739487916957935e-06
339,0.001560522818501434,4.644749121561749e-05
340,0.0015476114995761564,4.660166447109457e-05
341,0.0016685174269246092,3.2432420432180055e-05
342,0.0016316465550060845,5.871821156544905e-05
343,0.0017834390704558071,-1.9654570404843207e-05
344,0.0017465382678990315,2.3553579888447485e-05
345,0.001877284212817114,-8.429360433807209e-05
346,0.001856597733542861,-3.914642935878644e-05
347,0.0019535162165667556,-0.00014554297651096662
348,0.0019485865707761889,-0.00011042063174624652
349,0.0020037236275482874,-0.00018851764773793422
350,0.0020038241850304102,-0.00016847905325995208
351,0.002037573197957439,-0.0002053426416989988
352,0.002031488498375119,-0.00020148342815403333
353,0.002071096917339365,-0.00019281958020892016
354,0.0020495713614872655,-0.00020427080642272598
355,0.002122453773471223,-0.00015032596337614463
356,0.0020774893861584603,-0.00017551838193719237
357,0.0022078152179011543,-8.482741837812082e-05
358,0.0021363008530827328,-0.00011847481082121469
359,0.002315691069534622,-2.7178301457394874e-05
360,0.0022365312804309666,-4.953213770296243e-05
361,0.00242506171299438,-6.86401515071784e-07
362,0.0023487529584275786,-2.2530112832826293e-06
363,0.0025125147587382033,-5.760280131824821e-06
364,0.002450136493549719,1.1058889405974628e-05
365,0.0025609457531242303,-3.882815812371891e-05
366,0.0025171283213370646,-1.3612082809968744e-05
367,0.0025466856813631303,-5.773233641379575e-05
368,0.0015445863085624765,3.826567950791753e-05
369,0.0016077265573997345,7.374981643463027e-05
370,0.0017098559706176287,7.198207197535739e-05
371,0.0018320768984121248,1.3273396773821321e-05
372,0.0019490023896986002,-6.101248159380363e-05
373,0.0020174384177268994,-0.0001343061067034726
374,0.002041314536074441,-0.00018554746668945983
375,0.002043412102941819,-0.00020617510306978145
376,0.002045078061413096,-0.0001919201923551693
377,0.00206912615910215,-0.00014497170705643494
378,0.0021420932279790847,-7.465290180177245e-05
379,0.002264400428498048,-9.069287011513433e-06
380,0.00237991925377961,2.6972812965481543e-05
381,0.002466394739450025,1.1018974698657908e-05
382,0.0025141012129253027,-3.199735681238186e-05
392,0.001118225905292578,7.718809662688155e-06
393,0.0008355147360752358,5.030721188070511e-06
394,0.0005516665075274084,-1.620078608676733e-06
395,0.0002760926445554305,-1.4013139157342465e-06
396,0.0,0.0
397,0.0,6.292070376903478e-05
398,0.0,0.0001458020346816381
399,0.0,0.0002436957865922452
400,0.0,0.00034700806716446474
401,0.0,0.0004504738356806807
402,0.0,0.0005496757481238689
403,0.00029065702990245984,0.0005415899258664216
404,0.0005870987322271797,0.0005150613539381937
405,0.0008990730956618093,0.00047270790334672327
406,0.0012344418134982165,0.000424553444599268
407,0.0015912646603414365,0.0003883308398868533
408,0.0019573294544827182,0.0003732135612858266
409,0.0019653074090186257,0.0002536134814028419
410,0.0019766879132514913,0.00013217559832149234
411,0.001977884138028074,1.1896418878924259e-05
412,0.0019838634145438933,-0.00013379919483267453
413,0.0008819887217591299,6.384437993453326e-05
414,0.0010245893338277534,0.00010066336749504975
415,0.0009695452641704979,0.0001705917295150932
416,0.0009611498455676941,0.00026259115825039527
417,0.0009430032983375034,0.00036634463223759686
418,0.0012996557500032065,6.244621530475435e-05
419,0.0016417186306007495,2.6238043120751007e-05
420,0.0011749984706018615,5.542092321902369e-05
421,0.0013231504116770652,-4.9962505560047026e-05
422,0.001591126017339723,-0.00010446961190158382
423,0.0016938330578500085,-0.00018161072544710182
424,0.0017156799112150762,-0.00016025184209237536
425,0.0014134031061166024,-5.6965023907149536e-05
426,0.0015606216405114853,-0.00010616433052802781
427,0.0016381088700608752,-0.00010138295384135108
428,0.0015025717763349068,-1.6527294592515454e-05
429,0.0013115521092838588,3.544440596953434e-05
430,0.0012470002106202613,-1.0057003546359618e-05
431,0.001441784182914197,-0.00010072746558260624
432,0.00133421038042505,-7.305208033759825e-05
433,0.0018068161307806295,-0.000138460593462225
434,0.0017498825099967444,-0.0001527499745295232
435,0.0016182519389161688,0.00027046987550439713
436,0.0016337537224959424,0.00015131066023668245
437,0.0012920002961379488,0.0001927954309782584
438,0.0012760691062983075,0.00031064417909828097
439,0.00032803607934643955,0.00024054073841598339
440,0.0006548975525919023,0.00022276507138978833
441,0.0005959284798757924,4.9592670569791306e-05
442,0.0002991943531871113,6.0896239334332905e-05
443,0.0006632179106669713,0.00012546229160808153
444,0.0003261766930475658,0.00014305700939770715
445,0.00030992083307845647,0.0004423034000470317
446,0.0006229043608093993,0.0004140881824381313
447,0.000321492988822008,0.000341116847173565
448,0.0006396137391246629,0.00031489060357977504
449,0.001155407308480111,0.00012485252041455883
464,0.0023129489764891834,0.0003837742385632291
465,0.00264255573571357,0.0004005754390745701
466,0.002952411546996101,0.0004017665527806114
467,0.0032557255137223413,0.0003858194853737375
468,0.003559667556556869,0.00035605066751172966
469,0.0038683704619531145,0.00031918955224804644
470,0.00390418994554043,0.0002151983637807479
471,0.003946050894811437,0.00011266182774109753
472,0.003998244909620534,2.2590386907822484e-05
473,0.0040524731775889045,-4.491538913977976e-05
474,0.004089852721675132,-9.104422959230423e-05
475,0.004100618873112602,-0.00012917871921225957
476,0.0038083544707056814,-0.00012544062534970016
477,0.0035174036481821543,-0.0001156381614111236
478,0.0032205842252749552,-0.00011242643010556425
479,0.0029251985718935017,-0.00010541554281277531
480,0.0022907710548006072,-7.106501304907328e-05
481,0.002963222656755698,-1.2123055481253732e-05
482,0.003198947172792028,-1.0020304727763612e-05
483,0.0034647980817149255,-1.6053454721008777e-06
484,0.0037562126181386324,-9.343350553023718e-06
485,0.0037974990056183866,-6.967741425768377e-05
486,0.0035081067918922145,-5.880031622348878e-05
487,0.0032291537470624477,-5.087113909230058e-05
488,0.002966075110927665,-7.366383879779023e-05
489,0.0027979095865461566,-5.9120499658771074e-05
490,0.0026571493486016082,-5.007494208233219e-05
491,0.0025245381242336748,-2.6539718306390372e-05
492,0.002687143985717563,-4.981498311936601e-05
493,0.0025430605040338275,-2.3062262828872534e-05
494,0.002357431664551728,-3.215821912897806e-05
495,0.0022009884492447166,-0.0001240804407868085
496,0.002114184342633065,-0.00013103760344603706
497,0.0028418435756877775,-0.00011966143835306812
498,0.002751205774859519,-3.451552375213335e-05
499,0.002780465208773251,-0.00011466867616938405
500,0.0027120515260782483,-0.00010352775462630064
501,0.0026470637208979844,4.311024374663967e-05
502,0.0026501672977378935,0.00018439251683367765
503,0.0026365837920826365,0.0002921844093524577
504,0.003691403851598131,6.38728261418855e-05
505,0.0033794630700191694,7.352081590283236e-05
506,0.0030458956379890794,5.9347645763337477e-05
507,0.0035914621484147914,0.00025365117066196327
508,0.003633485329532436,0.00015386330660052696
509,0.003277085531568912,0.00028128838937869485
510,0.0033135704848105876,0.00017388301533093626
511,0.0029582989603546624,0.0002952836495800161
512,0.0029818673043555508,0.00018335179036662623
513,0.0023165450458759534,0.00014552566714485992
514,0.0022948283777916027,1.853399064485949e-05
515,0.0023066546789477765,0.0002679572353611382
516,0.0024857624670164375,5.773882111049053e-06
531,0.004081145734356623,-0.00018016767751304107
532,0.004053133461520475,-0.00026036125149225863
533,0.004040470388222641,-0.0003628664778045936
534,0.00404611191316146,-0.00047376696301013423
535,0.0040669928950456775,-0.0005844985541150474
536,0.004095428557169753,-0.0006902780463120489
537,0.0037853066923769223,-0.0006629942887318108
538,0.003474250942108569,-0.0006291414018063904
539,0.0031511854439994573,-0.0005832702149438575
540,0.0028054892097779103,-0.000532357992783891
541,0.00243712270677414,-0.0004938583204273692
542,0.0020570679272157526,-0.00047757209453467956
543,0.0020523092637690886,-0.00035359449194892294
544,0.0020488392920878654,-0.0002296725077565386
545,0.0020579675917501423,-0.00010909413167738979
546,0.002062645331694723,3.619195724118304e-05
547,0.0037502006450332234,-0.0005599589069924661
548,0.0034306907191865915,-0.0005256422741470087
549,0.0031035193225127664,-0.00047441912174455813
550,0.002762261756662776,-0.00041548195635997254
551,0.002410530084913545,-0.00037242261490907404
552,0.003728803476382628,-0.0002664946513776006
553,0.0033914702332721995,-0.00024403357032498418
554,0.003028421103339286,-0.0002110239014233547
555,0.002727529808565034,-5.355813610474722e-05
556,0.0024593265046476136,4.489835095527334e-06
557,0.0037735607681861545,-0.00018739621572624854
558,0.0034680546326826154,-0.00016935389295010602
559,0.0028710512405021892,-0.00015976089532726906
560,0.0023568995919498086,8.237513044498142e-05
561,0.002340477212905525,5.655901420655261e-05
562,0.0026659084118345827,-5.305049455439833e-05
563,0.002493561858404273,8.402285687787522e-06
564,0.002403675210566937,2.443789592171259e-06
565,0.0025463485558096044,-9.059497990804489e-05
566,0.002694338291410838,-0.00013036510375348753
567,0.0027941082518825036,-8.78706984431821e-05
568,0.0026161433417386843,-3.3086212779760665e-06
569,0.002719131659820472,-3.335248060511707e-05
570,0.002245492517207925,3.763774448460151e-05
571,0.0023056960986216762,5.0786322848717484e-05
572,0.0031738858835055166,-0.00017452407379475545
573,0.0030837197274729863,-0.0003703059531982377
574,0.003078037576010955,-0.00027970806248092683
575,0.003716662548937701,-0.0003601285132057548
576,0.0037255345684709075,-0.00045842009000843004
577,0.0033928854176001645,-0.0003381801490033193
578,0.003407689942766975,-0.00042714196795270103
579,0.00239941745425353,-0.00025110656619345016
580,0.002398525994207735,-0.00012548974432806715
581,0.00274786375463844,-0.00029602696556528063
582,0.0027447298124168118,-0.00016521408897111992
583,0.0029009768698231376,-0.00023035327877506608
598,0.0016843935521599095,-0.0004894862316582185
599,0.0013345249447923382,-0.0005114804305700715
600,0.0010009460936612374,-0.000523032651637025
601,0.0006704311624435648,-0.0005248739592470673
602,0.0003373576545312355,-0.0005219387373327179
603,0.0,-0.0005189745260875559
604,0.0,-0.0004067494043806445
605,0.0,-0.0002973981408898407
606,0.0,-0.00019901931615286605
607,0.0,-0.00011864431001434666
608,0.0,-5.552933024940628e-05
614,0.0013530615079123196,-0.00039671589456864145
615,0.001357291949262247,-0.0002847382545315236
616,0.0013819434733908403,-0.00014132630437622357
617,0.0010758387600364706,-8.333452415437901e-05
618,0.0010804329296363096,-2.3420787173014647e-05
619,0.0017371654293559296,-0.00011554564163324086
620,0.0017511797676730547,-2.6513995075753863e-05
621,0.0012463322520253654,-3.853393525529287e-05
622,0.0013869642073516227,-4.852639048070056e-05
623,0.001516885875176695,-7.07887100242483e-05
624,0.0013563013766439641,-4.726757363171802e-05
625,0.0015012247701605913,-7.540159196015375e-05
626,0.0016869918236841544,-6.648361956997998e-05
627,0.0018452058715789058,2.6057381279986074e-05
628,0.0019322419550857873,3.344104230599305e-05
629,0.0012024092830576994,2.303997973708354e-05
630,0.001288332880608479,-6.161238137817248e-05
631,0.0012631349362884788,1.6229672856139058e-05
632,0.0013317049586215421,4.983407871868825e-06
633,0.001700777529854521,-0.00024266629025926231
634,0.0016980183942103383,-0.0003683597361725363
635,0.00031593265833291525,-0.00020029864223500374
636,0.0006352306610372132,-0.00018840487986419567
637,0.0009753726072558013,-0.00016233733600077023
638,0.000674732104359932,-0.00041126113795452704
639,0.0006684863583571987,-0.0002955831182938208
640,0.0010138079771190983,-0.00040885157273262804
641,0.0010140751775123773,-0.0002909919821055492
642,0.00033171321891077544,-0.00030000780747122246
643,0.0003373388291100523,-0.0004098540203578112
644,0.0005544839628506095,-5.431973876897728e-05
645,0.0005787153299599712,-0.0001098995550132672
646,0.00027884054193839003,-5.704999568802405e-05
647,0.0002919239399536614,-0.00012016842374243289
648,0.0008415464558071246,-9.059134785593679e-05
649,0.0008228129705144434,-5.167410178446296e-05
650,0.0015504682756569599,-0.00010482031224550933
