Node,E1,E2,E12,N,XYZ
170,3.0307794365596122e-05,1.3392782623013145e-05,-9.364115256005855e-05,170,[3.159451 3.384949 0.      ]
171,-1.599201251800339e-05,5.868397473395541e-05,4.345240052891844e-05,171,[3.081666 3.408586 0.      ]
172,-4.215137663706077e-06,-4.668835374436331e-05,-9.604038773545001e-06,172,[3.       3.416667 0.      ]
173,-1.1095624564081037e-05,3.857526458932211e-05,-2.0338165337705286e-05,173,[2.918334 3.408586 0.      ]
174,1.3216838166175277e-05,1.719099360002611e-05,5.346661027492018e-05,174,[2.840549 3.384949 0.      ]
175,1.3413690341086693e-05,8.42982548669843e-06,3.004179004927575e-05,175,[2.768833 3.346661 0.      ]
176,0.000315241026418331,-0.00020161111961839373,-0.0007964197207877884,176,[2.705372 3.294628 0.      ]
177,-5.891937537476615e-05,4.586520386501967e-05,-0.0013493186243446337,177,[2.653339 3.231167 0.      ]
178,-0.0004109490835120244,0.00029587547787029034,-0.000945436836264045,178,[2.615051 3.159451 0.      ]
179,-0.0005854820279164097,0.0004672320734107915,-0.00024376427621456732,179,[2.591414 3.081666 0.      ]
180,-0.0004952295753571506,0.0006796577087994429,0.0006138825480306513,180,[3.326869 3.065333 0.      ]
181,-0.000183123261441551,0.0004181368065841152,0.0011547066571530595,181,[3.307959 3.127561 0.      ]
182,0.00032681784994366414,-9.921333637244727e-05,0.0012341420858942506,182,[3.277329 3.184934 0.      ]
183,-0.00010128139531360818,-4.684682228326678e-05,0.0004127357540900673,183,[3.235702 3.235702 0.      ]
184,-0.0006968012262491934,0.00032097053378448353,-0.00019438557492992836,184,[3.184934 3.277329 0.      ]
185,-0.0004014815273523549,0.00016233480748025877,-4.4488218911108504e-05,185,[3.127561 3.307959 0.      ]
186,-0.0002703107298002664,4.818504234528772e-05,-1.0945677378680976e-05,186,[3.065333 3.326869 0.      ]
187,-0.00025414995609333423,3.116754202962956e-05,-2.4006329824324997e-05,187,[3.       3.333333 0.      ]
188,-0.00030354311038035837,6.778720010498042e-05,-4.1796701052352e-05,188,[2.934667 3.326869 0.      ]
189,-0.0005044039731868285,0.00023193976556904437,2.026143012056128e-05,189,[2.872439 3.307959 0.      ]
190,-0.0008547693090744969,0.0004334964645094478,0.0003116862898895523,190,[2.815066 3.277329 0.      ]
191,-0.00012955421565504464,-1.7763360327505368e-05,-0.00037363182626966394,191,[2.764298 3.235702 0.      ]
192,0.000231413429509204,7.60463735520661e-05,-0.0013516233681451686,192,[2.722671 3.184934 0.      ]
193,-0.00022749789091428864,0.0005061804825514929,-0.0011604926152737477,193,[2.692041 3.127561 0.      ]
194,-0.000521477205053778,0.0007246814936950454,-0.0005959706559880377,194,[2.673131 3.065333 0.      ]
195,-0.0005364247989350784,0.00031391507666365395,0.00047871798491009795,195,[3.449445 3.089833 0.      ]
196,-0.0004821061471253184,0.00042784664091291644,0.00021068919455699206,196,[3.412626 3.040833 0.      ]
197,-0.000369800860918007,0.00034373789228687307,4.5919352266962296e-05,197,[3.458333 3.       0.      ]
198,-0.0003866901117889725,9.233583273876301e-05,0.0010136102329882388,198,[3.423444 3.175396 0.      ]
199,-0.0004373037670263556,0.00031375006579978794,0.0008008753101652888,199,[3.396768 3.120559 0.      ]
200,4.750858783985831e-05,-0.00028808577726410127,0.001262016633895339,200,[3.381327 3.254284 0.      ]
201,-4.357494507197662e-05,-3.964472507758947e-05,0.0012402225193380613,201,[3.365805 3.195309 0.      ]
202,0.0004964150947771445,-0.00024372390526413215,0.0005049287871024,202,[3.324091 3.324091 0.      ]
203,0.00044028233833172045,-0.00034804740828137224,0.0009398185677208307,203,[3.320644 3.262898 0.      ]
204,0.0005124076563624048,-0.00010110522792922073,0.00041903423640296273,204,[3.254284 3.381327 0.      ]
205,-1.1988449743210658e-05,-1.5461950447095084e-05,3.19266115358062e-05,205,[3.262898 3.320644 0.      ]
206,0.0006870853651253089,-0.0002994155891318039,0.00047805692831626254,206,[3.175396 3.423444 0.      ]
207,3.1869942589905775e-05,-6.7908449268812895e-06,-5.494930946079238e-05,207,[3.195309 3.365805 0.      ]
208,0.0007120922793331531,-0.0002810656010350096,-0.00023540627828226926,208,[3.089833 3.449445 0.      ]
209,-1.0221431020807949e-06,1.911180820450694e-05,-1.3879248395513855e-05,209,[3.120559 3.396768 0.      ]
210,0.0004636937338262821,6.354311730793474e-05,-5.808382911261234e-06,210,[3.       3.458333 0.      ]
211,-6.523921972399066e-06,5.071334798604794e-07,4.1596211266418937e-05,211,[3.040833 3.412626 0.      ]
212,0.0006403214664081561,-0.00018033063955148147,0.0003911477245933659,212,[2.910167 3.449445 0.      ]
213,-5.6075784565391e-06,-1.4993332202564756e-05,-3.244477071459237e-05,213,[2.959167 3.412626 0.      ]
214,0.0009353241884366313,-0.0003592197066927871,0.0001854157425204804,214,[2.824604 3.423444 0.      ]
215,-5.81733511073948e-06,5.936322541819756e-06,-2.1502971320197517e-06,215,[2.879441 3.396768 0.      ]
216,0.0009643623281184216,-0.0006071539504637889,-0.0007196975647817856,216,[2.745716 3.381327 0.      ]
217,7.63163327563085e-06,1.5671741886525364e-05,2.758748579073829e-05,217,[2.804691 3.365805 0.      ]
218,0.00030076456461374944,-0.00027192380031771876,-0.0016215195667988024,218,[2.675909 3.324091 0.      ]
219,5.2057197036554925e-06,1.0054251863688606e-05,1.235598278908831e-05,219,[2.737102 3.320644 0.      ]
220,-0.00021787989626583903,0.00014213838301416768,-0.0012479754768361107,220,[2.618673 3.254284 0.      ]
221,0.000283225990947579,-0.00016344111815658663,-0.001340432147343373,221,[2.679356 3.262898 0.      ]
222,-0.00048231039038751627,0.00028934180485174887,-0.0006575065915998268,222,[2.576556 3.175396 0.      ]
223,-0.0001874600791086506,0.00017563543669027706,-0.0011899950568026942,223,[2.634195 3.195309 0.      ]
224,-0.0005156195219318494,0.00031255985338625496,-0.00029603473649671315,224,[2.550555 3.089833 0.      ]
225,-0.0004851201613805152,0.0003931417279532828,-0.0006453941727192643,225,[2.603232 3.120559 0.      ]
226,-0.000381077570241699,0.0003412749187186087,1.898872385852797e-05,226,[2.541667 3.       0.      ]
227,-0.0005098574980039079,0.00044920961248486334,-8.383411838536192e-05,227,[2.587374 3.040833 0.      ]
228,-0.0005045804248934374,0.0005344402203235827,0.0005177346137869264,228,[3.367728 3.0735   0.      ]
229,-0.0005403336989258274,0.0007147901240875544,0.00031745456214967924,229,[3.330101 3.032666 0.      ]
230,-0.0002309255215110599,0.00027288541592942225,0.0011148500404360544,230,[3.346454 3.143506 0.      ]
231,-0.00036153241374501516,0.0005480070326082565,0.0009325503553161522,231,[3.317414 3.096447 0.      ]
232,0.0003124759515942821,-0.00018539140908943076,0.001247675380605568,232,[3.311995 3.208051 0.      ]
233,5.450390336822833e-05,0.00016378007931735486,0.001253057204512624,233,[3.292644 3.156247 0.      ]
234,-1.5157011098099887e-05,-4.707141692476629e-05,0.00027877550109112626,234,[3.265165 3.265165 0.      ]
235,0.0005276079818379489,-0.00025402169021937287,0.0010096590649606718,235,[3.256515 3.210318 0.      ]
236,-0.0006496431787559043,0.00028862612535430435,-0.00020031226481225905,236,[3.208051 3.311995 0.      ]
237,-0.0006638028859214124,0.0003494344734740507,-0.0003188182483240161,237,[3.210318 3.256515 0.      ]
238,-0.0005911239209909838,0.00021025449644386504,-0.00010269937628185348,238,[3.143506 3.346454 0.      ]
239,-0.0005154661794600354,0.00024788955353592754,-0.00013694461243997022,239,[3.156247 3.292644 0.      ]
240,-0.00046143249375924997,0.00011522801479928781,-3.0872138528850214e-05,240,[3.0735   3.367728 0.      ]
241,-0.0003668538211003113,0.00010138683187861696,-2.2172714920484782e-05,241,[3.096447 3.317414 0.      ]
242,-0.0003904595436165746,6.156260665663002e-05,-3.477383941025668e-05,242,[3.    3.375 0.   ]
243,-0.00027821541248763786,3.784780811426662e-05,-1.2039278544404702e-05,243,[3.032666 3.330101 0.      ]
244,-0.0004814131739890454,0.00012528442652608846,-7.912337664606195e-05,244,[2.9265   3.367728 0.      ]
245,-0.0002919506656245477,4.470308442986208e-05,-3.9383529513683374e-05,245,[2.967334 3.330101 0.      ]
246,-0.0006802937467221826,0.00027950564877747043,-7.181398020712076e-05,246,[2.856494 3.346454 0.      ]
247,-0.0004259499514416773,0.00014375194308110042,-3.3257945846642406e-05,247,[2.903553 3.317414 0.      ]
248,-0.0008748680877871812,0.0004693354338111104,0.0003516278963266034,248,[2.791949 3.311995 0.      ]
249,-0.0006570690172860057,0.00034846680133595925,0.00014905700492481508,249,[2.843753 3.292644 0.      ]
250,-2.5663554098467184e-05,-1.2167243596196485e-05,-0.00028132064132045664,250,[2.734835 3.265165 0.      ]
251,-0.0007840896948323114,0.0004056003557619651,0.0005688227277855923,251,[2.789682 3.256515 0.      ]
252,0.00015728950890321717,1.7935448870913268e-05,-0.0013015440571545814,252,[2.688005 3.208051 0.      ]
253,0.0004609761329220641,-0.00012289793142048318,-0.0012374418065390063,253,[2.743485 3.210318 0.      ]
254,-0.00028930453274845494,0.00037437118277490597,-0.001043182762693301,254,[2.653546 3.143506 0.      ]
255,-1.8190473075874874e-05,0.00029369827097513166,-0.001274086817211066,255,[2.707356 3.156247 0.      ]
256,-0.0005300842593654207,0.0005759259337920303,-0.0004407339667913193,256,[2.632272 3.0735   0.      ]
257,-0.00039554328754108636,0.0006122374056350382,-0.0009223152966914916,257,[2.682586 3.096447 0.      ]
258,-0.0005624255542417897,0.0007434746299117897,-0.0002871440779170821,258,[2.669899 3.032666 0.      ]
259,-0.0003894317792229596,0.000845488331887407,0.0007562080957702055,259,[3.28601  3.057166 0.      ]
260,-0.0004957548932401339,0.0009329306222115724,3.7741882330452614e-06,260,[3.291667 3.       0.      ]
261,-6.376846286872823e-05,0.0005734183646103077,0.0013445942895571814,261,[3.269464 3.111616 0.      ]
262,0.0003594570269793776,0.00012183524995364506,0.001359457028592817,262,[3.242663 3.161817 0.      ]
263,-0.00021714252407863122,-0.00015521295217093878,0.0006833414962466649,263,[3.206239 3.206239 0.      ]
264,-0.00039569890462880924,0.00018643777731249943,-0.00015208388265411084,264,[3.161817 3.242663 0.      ]
265,-0.00014282633338760092,8.097445172710805e-05,0.00012282671975014504,265,[3.111616 3.269464 0.      ]
266,1.0341982311229403e-05,-3.3804056813238376e-05,0.0001373684465002605,266,[3.057166 3.28601  0.      ]
267,4.9470267125269196e-05,-7.365927428811046e-05,-8.54226922480418e-06,267,[3.       3.291667 0.      ]
268,-1.1209386885913802e-05,-2.3565421611819047e-05,-0.0001530060944214505,268,[2.942834 3.28601  0.      ]
269,-0.00021095671223804804,0.00011566120697712866,-0.0001106278996613197,269,[2.888384 3.269464 0.      ]
270,-0.000507039965084697,0.00023717887953672278,0.00026240974324715297,270,[2.838183 3.242663 0.      ]
271,-0.00022969840957559693,-0.00011689060615811299,-0.0006344278275327089,271,[2.793761 3.206239 0.      ]
272,0.0003182402287284843,0.00023242918054696467,-0.001480507260605425,272,[2.757337 3.161817 0.      ]
273,-8.344494314262217e-05,0.0006310706400044644,-0.0013845498485823352,273,[2.730536 3.111616 0.      ]
274,-0.0004033573990644933,0.0008782856361556545,-0.0007753264922707136,274,[2.71399  3.057166 0.      ]
275,-0.0005106258404288739,0.0009557313517329833,1.2351692193941777e-06,275,[2.708333 3.       0.      ]
276,-0.0005885846429772545,0.0004543546920727202,0.00043247215903903296,276,[2.591414 2.918334 0.      ]
277,-0.00034285072887030007,0.00017174870018764115,0.0012498742687324083,277,[2.615051 2.840549 0.      ]
278,0.0003172289823426839,-0.0003088249624140523,0.0013200337806582524,278,[2.653339 2.768833 0.      ]
279,0.00030797904551115637,-0.00021046323290268586,0.0003079511629997707,279,[2.705372 2.705372 0.      ]
280,-2.399103813164466e-05,-1.1031430427798218e-05,4.086332370099345e-05,280,[2.768833 2.653339 0.      ]
281,3.06409926855121e-05,7.3577888374078745e-06,-9.173439725834211e-05,281,[2.840549 2.615051 0.      ]
282,-1.5446970704843452e-05,5.9705064714586403e-05,4.095587154632867e-05,282,[2.918334 2.591414 0.      ]
283,-4.103246212495797e-06,-4.586602903662931e-05,-8.211989713534373e-06,283,[3.       2.583333 0.      ]
284,-1.1022866639025589e-05,3.749915153867877e-05,-2.0855540523685018e-05,284,[3.081666 2.591414 0.      ]
285,1.3007298951780641e-05,1.6822606998355058e-05,5.24738299151257e-05,285,[3.159451 2.615051 0.      ]
286,1.3291508491110673e-05,8.946370273974207e-06,3.009550604233472e-05,286,[3.231167 2.653339 0.      ]
287,0.00031316067117579706,-0.00020038829538187626,-0.0007874516788505381,287,[3.294628 2.705372 0.      ]
288,-5.9429884639536704e-05,4.652429722702602e-05,-0.0013417586004202918,288,[3.346661 2.768833 0.      ]
289,-0.00041247952282438827,0.0002993755416310466,-0.0009411975053437716,289,[3.384949 2.840549 0.      ]
290,-0.0005853525511401673,0.0004740129960721404,-0.00023087574604008926,290,[3.408586 2.918334 0.      ]
291,-0.0005069611468917577,0.000689678076342528,0.0006568705161021505,291,[2.673131 2.934667 0.      ]
292,-0.0001535453918574351,0.00038920689324272513,0.0012129147776698546,292,[2.692041 2.872439 0.      ]
293,0.00037503826662504264,-0.00014446091439160896,0.0012273601818747412,293,[2.722671 2.815066 0.      ]
294,-9.2476197504264e-05,-5.670383618405355e-05,0.000405563148060931,294,[2.764298 2.764298 0.      ]
295,-0.000660383064297167,0.0002932383604885812,-0.00019048295564965713,295,[2.815066 2.722671 0.      ]
296,-0.00038499467584024796,0.00015389920809446742,-5.7208992950003035e-05,296,[2.872439 2.692041 0.      ]
297,-0.00026207278566351376,4.7334316346512575e-05,-1.470219536827723e-05,297,[2.934667 2.673131 0.      ]
298,-0.00024773269878251413,3.0664427407541884e-05,-2.404193090218068e-05,298,[3.       2.666667 0.      ]
299,-0.00029718245527194515,6.61946445296472e-05,-4.186286700890319e-05,299,[3.065333 2.673131 0.      ]
300,-0.0004959525309858707,0.000228048382248653,1.8799144310700008e-05,300,[3.127561 2.692041 0.      ]
301,-0.000842300045900482,0.00042723910874624464,0.00030625410553560776,301,[3.184934 2.722671 0.      ]
302,-0.00012760796151202458,-1.725662275461224e-05,-0.00036894616486940826,302,[3.235702 2.764298 0.      ]
303,0.00022529841108854046,7.788828111448748e-05,-0.001335740107997311,303,[3.277329 2.815066 0.      ]
304,-0.00022968075619084725,0.0005049812496607771,-0.0011411816435672843,304,[3.307959 2.872439 0.      ]
305,-0.0005149688310580776,0.0007177890083385182,-0.0005747042881070145,305,[3.326869 2.934667 0.      ]
306,-0.000586209573643184,0.0003376011433067592,0.00048811326112053587,306,[2.550555 2.910167 0.      ]
307,-0.00051249897762215,0.0004401911009528543,0.00021633014494619983,307,[2.587374 2.959167 0.      ]
308,-0.0004150867894035671,7.180664747423191e-05,0.0011845388135498756,308,[2.576556 2.824604 0.      ]
309,-0.0004560988388631962,0.0003189409719195801,0.0008881406019310267,309,[2.603232 2.879441 0.      ]
310,0.00016029886148664907,-0.00033374824427758246,0.0012483554293232792,310,[2.618673 2.745716 0.      ]
311,2.228306884334043e-05,-9.016218064726215e-05,0.0013106558193069946,311,[2.634195 2.804691 0.      ]
312,0.000533578219191486,-0.00020778608822362898,0.0003770412891009202,312,[2.675909 2.675909 0.      ]
313,0.00049038823012338,-0.0003611046630324461,0.0008678128312303406,313,[2.679356 2.737102 0.      ]
314,0.0004777715254083194,-9.528008145751814e-05,0.0004347269667392224,314,[2.745716 2.618673 0.      ]
315,-1.0971688209022133e-05,-1.5946890028263627e-05,3.094280903875868e-05,315,[2.737102 2.679356 0.      ]
316,0.0006624096851830727,-0.00029066209984939494,0.0004819030010763548,316,[2.824604 2.576556 0.      ]
317,3.067348486388108e-05,-5.13985765118654e-06,-5.3707943852020906e-05,317,[2.804691 2.634195 0.      ]
318,0.0006936985294633061,-0.00027950333433634004,-0.00021819252890883586,318,[2.910167 2.550555 0.      ]
319,-3.417191323466101e-07,1.751104216686592e-05,-1.54615907691745e-05,319,[2.879441 2.603232 0.      ]
320,0.00045237982985429914,6.392408555423983e-05,-3.4029620278545197e-06,320,[3.       2.541667 0.      ]
321,-6.417911611619406e-06,1.2258563672744999e-06,4.104682729784426e-05,321,[2.959167 2.587374 0.      ]
322,0.0006264822232515174,-0.00017549669755697662,0.0003934512360307448,322,[3.089833 2.550555 0.      ]
323,-5.47324669257325e-06,-1.4930937007150494e-05,-3.170232498170972e-05,323,[3.040833 2.587374 0.      ]
324,0.0009217748231539844,-0.00035481541247062414,0.00019486167756701395,324,[3.175396 2.576556 0.      ]
