,NID,U1,U2
0,1,0.0,0.000549643435043461
1,2,0.00043851344668689355,0.000550884038008877
2,3,0.0008793159802931872,0.0005549311386853492
3,4,0.0013250698224378406,0.0005630330909683603
4,5,0.0017787921350526862,0.0005781514509783104
5,6,0.0022426901428375516,0.0006058139043976515
6,7,0.002715233505340943,0.0006525807461744785
7,8,0.00318980647651589,0.0007199192726960506
8,9,0.0036596977533611746,0.0007965545969533492
9,10,0.003584359178128561,0.0006451977319058812
10,11,0.003496674108008392,0.0005010231874134637
11,12,0.003372217421541264,0.0003557992918050835
12,13,0.0030913905552797717,0.00016217640961656754
13,14,0.0027284734285176653,7.65119931390517e-05
14,15,0.0023776834448513092,6.454341638588712e-05
15,16,0.0020047894166772286,4.8862002653817515e-05
16,17,0.0016172705125913256,3.327975202964457e-05
17,18,0.0012201787483124545,1.949527976543275e-05
18,19,0.0008166966118689526,8.880722144535108e-06
19,20,0.00040928232683970663,2.2489825212641735e-06
20,21,0.0,0.0
21,22,0.0,0.00013097448335057122
22,23,0.0,0.0002662704587203949
23,24,0.0,0.0004062360552395709
24,25,0.0004336688401046216,0.00040723659549129354
25,26,0.0008685675804574174,0.0004104914486239712
26,27,0.0013060841174593852,0.0004170355714609038
27,28,0.0017479208596333467,0.00042949108514228287
28,29,0.002196303347296517,0.00045317522540173146
29,30,0.0026534271990431685,0.0004962730427018946
30,31,0.003117834781864015,0.0005637234018168726
31,32,0.0004257254044563529,0.00026734527061412393
32,33,0.000851392858724322,0.00027071055440270746
33,34,0.0012771483305957696,0.00027696013186686853
34,35,0.0017038424316468644,0.00028763753670459454
35,36,0.0021341903796564424,0.0003059931813255749
36,37,0.0025748387461463486,0.0003392179660367033
37,38,0.003033137233346949,0.00040326130798157777
38,39,0.00041696961777259116,0.00013248928892506902
39,40,0.0008327362319305059,0.0001370242553845366
40,41,0.0012461783337544955,0.00014458801024967458
41,42,0.0016565676375329102,0.0001552932035550827
42,43,0.002064414577463118,0.0001696127479536397
43,44,0.002473954110337927,0.00018916545813729753
44,45,0.0029033482974927818,0.00022984581784026
45,55,0.0030610459264290143,-8.302952632385931e-05
46,56,0.003321024049978057,-0.00026580173170889836
47,57,0.0034145295751504927,-0.00040793090713582325
48,58,0.0034747289708137044,-0.0005577526210642979
49,59,0.0030035488922561878,-0.0005018322280961137
50,60,0.002530178580952329,-0.00046903183856238974
51,61,0.0020728039857290104,-0.00046612130977094984
52,62,0.0016362735785547622,-0.00047946767957070783
53,63,0.0012158900693668246,-0.0004967566942510046
54,64,0.0008058490174051218,-0.0005115737803859766
55,65,0.0004016369460359292,-0.0005211436000572453
56,66,0.0,-0.0005244189748964301
57,67,0.0,-0.00039154443673401003
58,68,0.0,-0.0002597442311067533
59,69,0.0,-0.00013006746604915097
60,70,0.00040491826457237945,-0.0001271873319545354
61,71,0.0008082785602381239,-0.00011868251106006231
62,72,0.0012083162806065754,-0.00010503865521068079
63,73,0.0016028103994570153,-8.727306388463547e-05
64,74,0.0019887445813504137,-6.70390818135189e-05
