,NID,U1,U2
0,1,0.0024249786635229995,-1.8073965359459544e-06
1,9,0.0019068893044071708,-0.00019728048966995287
2,17,0.0013913025071545712,-1.899433732580037e-06
3,18,0.0014407199529942627,5.1908585747817195e-06
4,34,0.0023751886811451146,5.225921864667162e-06
5,38,0.0023878455580902745,2.3821410955295927e-06
6,82,0.0014281486617339287,2.320103164965309e-06
7,91,0.0019069460682326544,0.00019632646718619734
8,161,0.0014221276344205745,2.033877819521453e-06
9,162,0.0014320975181081011,3.1956383213711537e-06
10,163,0.002383862469787217,3.249352339035359e-06
11,164,0.0023939180157147217,2.1096220279436803e-06
12,197,0.0024083574695289538,1.5808771901944367e-06
13,226,0.0014077973895033655,1.4922519952991726e-06
14,260,0.0023808487453145675,4.128534456872595e-06
15,275,0.0014350887377609302,4.083943365306398e-06
16,412,0.0019050327045864472,0.00026259830774025993
17,475,0.003838557909058291,5.935878558692915e-07
18,476,0.0035314180282400307,4.4714319854940974e-07
19,477,0.0032260706132759987,3.960726821382372e-07
20,478,0.0029272630047969986,4.1495285662812626e-07
21,479,0.002645407710209065,5.568295692890608e-07
22,1689,0.0018962645329954897,0.0006521102489037931
23,2113,0.0018962364819979838,0.0006318335442857085
24,2114,0.0018963015373640387,0.0006114937999329538
25,2115,0.0018964522221018728,0.000591124227193409
26,2116,0.0018966809980789302,0.0005707518687133463
27,2117,0.001896980309659273,0.0005503993676945323
28,2118,0.0018973426190319433,0.0005300863616813245
29,2119,0.0018977604347220928,0.0005098306174330037
30,2120,0.001898226334764701,0.0004896489969729789
31,2121,0.0018987329859473836,0.00046955832822074655
32,2122,0.0018992731604066855,0.00044957624464970835
33,2123,0.0018998397506981692,0.0004297220562223032
34,2124,0.0019004257842526026,0.00041001771845399155
35,2125,0.0019010244378614503,0.00039048897889573734
36,2126,0.0019016290524662453,0.00037116680292406234
37,2127,0.0019022331479441287,0.0003520892176066128
38,2128,0.0019028304367138692,0.00033330377033309285
39,2129,0.0019034148331688989,0.0003148708888710669
40,2130,0.0019039804544296358,0.0002968685686014953
41,2131,0.0019045216053447912,0.0002793990277864826
42,2132,0.0019055083233712638,0.00024665004300544865
43,2133,0.0019059416694286186,0.00023180408407645918
44,2134,0.001906329149770052,0.0002183755586582705
45,2135,0.001906663904209162,0.00020663517326384938
46,3114,0.0019019399775242114,-0.00035151522018887223
47,3115,0.001898895451343332,-0.000449096407799374
48,3116,0.0018965175431638506,-0.000549946344851719
49,3117,0.001895708543299233,-0.0006516564563898661
50,3129,0.0,0.0
51,3130,6.032460403094679e-05,5.816738994216189e-10
52,3131,0.00012063609052302713,2.3325473241666554e-09
53,3132,0.00018092098274184127,5.270451386337811e-09
54,3133,0.00024116506961180878,9.426042534781705e-09
55,3134,0.00030135299742583616,1.48442781180863e-08
56,3135,0.00036146780857402303,2.158662524451129e-08
57,3136,0.00042149040308416853,2.9734160299188903e-08
58,3137,0.00048139889209639265,3.939178265695788e-08
59,3138,0.0005411678025097652,5.0693849393607124e-08
60,3139,0.000600767077501625,6.381164145848378e-08
61,3140,0.0006601607961641513,7.89631952774015e-08
62,3141,0.0007193055035194563,9.642616231202739e-08
63,3142,0.0007781479938272087,1.1655445065687825e-07
64,3143,0.000836622315745905,1.397992919201817e-07
65,3144,0.0008946456513246209,1.6673485766107454e-07
66,3145,0.0009521125335960242,1.980860117944781e-07
67,3146,0.001008886560799481,2.3475250177099949e-07
68,3147,0.0010647882388947713,2.777984764803339e-07
69,3148,0.0011195767046847996,3.283856182523518e-07
70,3150,0.0012243554992493841,4.542771280604581e-07
71,3151,0.001273200756901977,5.260053361658457e-07
72,3152,0.0013184334832302721,5.537722796271743e-07
