,NID,U1,U2
0,1,0.0,0.0
1,2,0.00018408156575526274,6.335637765159472e-05
2,3,0.00036608101691322053,6.49402996305929e-05
3,4,0.0003634074818691334,3.4703647282764366e-20
4,5,0.00036608101691322053,-6.494029963059281e-05
5,6,0.00018408156575526276,-6.33563776515947e-05
6,7,0.0,0.0
7,8,0.0,0.0
8,9,0.0001699475341968664,2.265624362445019e-20
