,NID,U1,U2
0,1,0.0006140887380084308,0.0
1,2,0.00046234213523406296,0.0
2,3,0.0003084893911343554,0.0
3,4,0.00015409180321368914,0.0
4,5,0.0,0.0
5,6,-0.000154091803213677,0.0
6,7,-0.0003084893911343375,0.0
7,8,-0.00046234213523404193,0.0
8,9,-0.0006140887380084075,0.0
9,10,-0.0006100617150238228,0.0004553886282333502
10,11,-0.0005962914523082027,0.0009102004426969141
11,12,-0.0005664643327682971,0.0013654907775439166
12,13,-0.0005000888099413365,0.001833168469162058
13,14,-0.0003604199015230743,0.0018660925171793258
14,15,-0.0002443135344187573,0.0018612098296954132
15,16,-0.00012354376433916885,0.0018585957467715938
16,17,2.2691171702892362e-17,0.0018576331642704937
17,18,0.00012354376433921474,0.0018585957467716014
18,19,0.0002443135344188041,0.0018612098296954297
19,20,0.0003604199015231216,0.0018660925171793436
20,21,0.0005000888099413842,0.0018331684691620794
21,22,0.0005664643327683364,0.001365490777543938
22,23,0.000596291452308234,0.00091020044269693
23,24,0.0006100617150238489,0.0004553886282333585
24,25,0.0004583867030938464,0.000463766222914417
25,26,0.0003049945229029423,0.00046917265182917794
26,27,0.00015199980037630402,0.00047118601652368174
27,28,9.120917553425129e-18,0.00047154615869165263
28,29,-0.0001519998003762862,0.00047118601652367784
29,30,-0.0003049945229029216,0.00046917265182917306
30,31,-0.000458386703093823,0.0004637662229144114
31,32,0.0004447923188776953,0.0009288514353988695
32,33,0.00029331441516184216,0.0009381461278915707
33,34,0.00014529556756771796,0.0009401179255952983
34,35,1.3060531894158265e-17,0.0009400646141696518
35,36,-0.00014529556756769137,0.0009401179255952934
36,37,-0.0002933144151618144,0.0009381461278915618
37,38,-0.00044479231887766576,0.0009288514353988584
38,39,0.0004155528499737733,0.001397508570793336
39,40,0.0002707873501868212,0.001404802076914854
40,41,0.00013450747340168983,0.0014033492310347804
41,42,1.7405982983828267e-17,0.0014026098286423472
42,43,-0.00013450747340165454,0.0014033492310347741
43,44,-0.0002707873501867844,0.0014048020769148418
44,45,-0.0004155528499737353,0.001397508570793322
45,55,-0.0004612348559899291,0.0021879978899841113
46,56,-0.0005599009220360348,0.0026504007889040053
47,57,-0.000592286226525289,0.003115348726483278
48,58,-0.0006168356762305619,0.003580782016769663
49,59,-0.00046137717371166973,0.00355759070427559
50,60,-0.00030441081674774774,0.0035408885484197582
51,61,-0.00015058913944897138,0.0035331818197571227
52,62,3.872752306526241e-17,0.0035312140262108017
53,63,0.0001505891394490493,0.0035331818197571235
54,64,0.00030441081674783085,0.0035408885484197834
55,65,0.00046137717371175604,0.003557590704275623
56,66,0.000616835676230643,0.0035807820167696887
57,67,0.000592286226525362,0.0031153487264833145
58,68,0.0005599009220361006,0.002650400788904023
59,69,0.0004612348559899837,0.0021879978899841377
60,70,0.0003522618936196791,0.002166815924910597
61,71,0.00024344832627634386,0.0021672232359114434
62,72,0.00012314880907945811,0.002165699449632068
63,73,2.816448300468364e-17,0.002165270133412278
64,74,-0.00012314880907940304,0.0021656994496320643
65,75,-0.00024344832627629022,0.0021672232359114226
66,76,-0.0003522618936196264,0.00216681592491058
67,77,0.0004077965733799682,0.0026185839562144994
68,78,0.00026677146419390045,0.0026092424870003106
69,79,0.00013282835313994728,0.002606496707727371
70,80,3.2541267550111484e-17,0.00260594689003408
71,81,-0.0001328283531398829,0.002606496707727372
72,82,-0.0002667714641938376,0.0026092424870003015
73,83,-0.0004077965733799076,0.002618583956214481
74,84,0.00043894423081054524,0.003089586601386482
