,NID,U1,U2
0,1,0.00129977377659449,9.773592695818132e-09
1,33,0.00251390942296434,-4.8944231882673785e-09
2,34,0.0023717254771026897,-8.268776088358512e-09
3,50,0.0014408321029844827,2.0766111228140523e-08
4,4064,0.0013434706108161247,-1.0452196374311477e-09
5,4065,0.0013812794606704918,8.453364338488615e-09
6,4066,0.0014100498592134918,1.3804913341610848e-08
7,4067,0.001428002559308103,1.6607712404390274e-08
8,4075,0.002384634923848932,-6.670172406053415e-09
9,4076,0.002402729864096962,-5.901578228148633e-09
10,4077,0.002431729193754269,-5.453790470893573e-09
11,4078,0.002469844144337855,-5.13353376603252e-09
12,4318,0.0013222043224770702,2.875762812830587e-10
13,4319,0.0013632747357362463,3.737297322499151e-09
14,4320,0.0013970540549110883,1.1705909666284664e-08
15,4321,0.0014195991863514734,1.5291071774968877e-08
16,4322,0.0014336604987616837,1.81478583023186e-08
17,4338,0.0023789361860421885,-7.30100732154696e-09
18,4339,0.0023931031900098023,-6.232571069484227e-09
19,4340,0.0024158290579788314,-5.655710786105814e-09
20,4341,0.0024498786891351872,-5.282335457632269e-09
21,4342,0.0024912860931124332,-5.003297924030077e-09
22,26425,0.0012431515595466092,1.8967803368202166e-08
23,26426,0.0011825151243565189,4.725890258013393e-09
24,26427,0.0011191240299233513,-2.3608643337967955e-09
25,26428,0.0010537558317376713,-3.947049540963023e-09
26,26429,0.000986940023229239,-4.258436529025923e-09
27,26430,0.0009190412677520498,-4.103274533264462e-09
28,26431,0.000850316258175101,-3.630433805392026e-09
29,26432,0.0007809512875861782,-2.97970684228333e-09
30,26433,0.000711084736519315,-2.369355884015026e-09
31,26434,0.0006408213250721334,-1.8169497502188432e-09
32,26435,0.0005702438777129663,-1.3584650940569991e-09
33,26436,0.0004994156009019809,-9.846410209509248e-10
34,26437,0.00042838818720548856,-6.886082846918183e-10
35,26438,0.0003572038647577193,-4.5811782950271067e-10
36,26439,0.00028589756902744665,-2.8324917288257984e-10
37,26440,0.00021449926499364537,-1.552604729122578e-10
38,26441,0.00014303487632951622,-6.795091083767623e-11
39,26442,7.152792120180717e-05,-1.6994458141503085e-11
40,26443,0.0,0.0
41,27039,0.002503221663988388,-1.6335299031947647e-05
42,27040,0.0024725060758233035,-3.492569194471324e-05
43,27041,0.002424349949213135,-5.759226496951808e-05
44,27042,0.002362612064909082,-8.443468045992454e-05
45,27043,0.0022911904964234013,-0.00011512217313419657
46,27044,0.0022142217813376002,-0.00014662770142096366
47,27045,0.002136385629366674,-0.00017680225694069847
48,27046,0.002058099492851778,-0.00020170215305747842
49,27047,0.00198083929793853,-0.0002180856768918695
50,27048,0.0019044683644831707,-0.00022368345566757436
51,27049,0.0018282354800128746,-0.00021782812783563025
